Input.sentence0,Input.question0,Input.Q0-Name1,Input.Q0-Name2,Input.sentence1,Input.question1,Input.Q1-Name1,Input.Q1-Name2,Input.sentence2,Input.question2,Input.Q2-Name1,Input.Q2-Name2,Input.sentence3,Input.question3,Input.Q3-Name1,Input.Q3-Name2,Input.sentence4,Input.question4,Input.Q4-Name1,Input.Q4-Name2,Input.sentence5,Input.question5,Input.Q5-Name1,Input.Q5-Name2,Input.sentence6,Input.question6,Input.Q6-Name1,Input.Q6-Name2,Input.sentence7,Input.question7,Input.Q7-Name1,Input.Q7-Name2,Input.sentence8,Input.question8,Input.Q8-Name1,Input.Q8-Name2,Input.sentence9,Input.question9,Input.Q9-Name1,Input.Q9-Name2,Answer.Q0,Answer.Q1,Answer.Q2,Answer.Q3,Answer.Q4,Answer.Q5,Answer.Q6,Answer.Q7,Answer.Q8,Answer.Q9,Answer.native
"Emma rented Isabella a spacious room after she mentioned that he was looking for housing.
",Who mentioned that he was looking for housing?,Emma,Isabella,"Noah wrote a letter to Jacob because he has an exam tomorrow.
",Who has an exam tomorrow?,Noah,Jacob,"Noah made a phone call to  Jacob because he had been on leave for a long time.
",Who had been on leave for a long time?,Noah,Jacob,"Noah told Jacob that he exhilarated their colleague.
",Who exhilarated their colleague?,Noah,Jacob,"Noah told Jacob that the client bumped into him.
",Who did the client bump into?,Noah,Jacob,"Noah told Jacob that he baffled their colleague.
",Who baffled their colleague?,Noah,Jacob,"Emma got Isabella some coffee beans before she started to take coffee classes.
",Who started to take coffee classes?,Emma,Isabella,"Noah told Liam that he offended Tristan.
",Who offended Tristan?,Noah,Liam,"Noah told Jacob that he responded to their colleague.
",Who responded to their colleague?,Noah,Jacob,"Emma built Isabella a snowman after she said he wanted one.
",Who said he wanted one?,Emma,Isabella,prob-Q0-Name2,prob-Q1-Name1,Ambiguous,prob-Q3-Name2,def-Q4-Name1,prob-Q5-Name2,Ambiguous,prob-Q7-Name2,prob-Q8-Name1,prob-Q9-Name2,yes
"Emma told Sophia that she bumped into Tristan.
",Who bumped into Tristan?,Emma,Sophia,"Emma scheduled a meeting with Isabella because she would like to gather some feedback.
",Who would like to gather some feedback?,Emma,Isabella,"Emma told Isabella that she negotiated with their colleague.
",Who negotiated with their colleague?,Emma,Isabella,"Noah wrote Jacob a short message after he told him to do so.
",Who told him to do so?,Noah,Jacob,"Noah told Jacob that the client convinced him.
",Who did the client convince?,Noah,Jacob,"Emma rented Isabella a graduation gown after she went back from vacation.
",Who went back from vacation?,Emma,Isabella,"Noah told Mason that he stimulated Morgan.
",Who stimulated Morgan?,Noah,Mason,"Noah sent a message to Jacob because he was upset.
",Who was upset?,Noah,Jacob,"Emma showed Isabella the edited video before she started the dance performance.
",Who started the dance performance?,Emma,Isabella,"Noah told Jacob that he enticed their colleague.
",Who enticed their colleague?,Noah,Jacob,prob-Q0-Name1,def-Q1-Name1,def-Q2-Name1,prob-Q3-Name2,prob-Q4-Name1,Ambiguous,Ambiguous,def-Q7-Name1,prob-Q8-Name1,prob-Q9-Name1,yes
"Emma told Sophia that she bumped into Tristan.
",Who bumped into Tristan?,Emma,Sophia,"Emma scheduled a meeting with Isabella because she would like to gather some feedback.
",Who would like to gather some feedback?,Emma,Isabella,"Emma told Isabella that she negotiated with their colleague.
",Who negotiated with their colleague?,Emma,Isabella,"Noah wrote Jacob a short message after he told him to do so.
",Who told him to do so?,Noah,Jacob,"Noah told Jacob that the client convinced him.
",Who did the client convince?,Noah,Jacob,"Emma rented Isabella a graduation gown after she went back from vacation.
",Who went back from vacation?,Emma,Isabella,"Noah told Mason that he stimulated Morgan.
",Who stimulated Morgan?,Noah,Mason,"Noah sent a message to Jacob because he was upset.
",Who was upset?,Noah,Jacob,"Emma showed Isabella the edited video before she started the dance performance.
",Who started the dance performance?,Emma,Isabella,"Noah told Jacob that he enticed their colleague.
",Who enticed their colleague?,Noah,Jacob,def-Q0-Name1,def-Q1-Name1,def-Q2-Name1,def-Q3-Name2,def-Q4-Name1,def-Q5-Name1,prob-Q6-Name1,prob-Q7-Name1,prob-Q8-Name1,prob-Q9-Name2,yes
"Emma told Sophia that she bumped into Tristan.
",Who bumped into Tristan?,Emma,Sophia,"Emma scheduled a meeting with Isabella because she would like to gather some feedback.
",Who would like to gather some feedback?,Emma,Isabella,"Emma told Isabella that she negotiated with their colleague.
",Who negotiated with their colleague?,Emma,Isabella,"Noah wrote Jacob a short message after he told him to do so.
",Who told him to do so?,Noah,Jacob,"Noah told Jacob that the client convinced him.
",Who did the client convince?,Noah,Jacob,"Emma rented Isabella a graduation gown after she went back from vacation.
",Who went back from vacation?,Emma,Isabella,"Noah told Mason that he stimulated Morgan.
",Who stimulated Morgan?,Noah,Mason,"Noah sent a message to Jacob because he was upset.
",Who was upset?,Noah,Jacob,"Emma showed Isabella the edited video before she started the dance performance.
",Who started the dance performance?,Emma,Isabella,"Noah told Jacob that he enticed their colleague.
",Who enticed their colleague?,Noah,Jacob,def-Q0-Name1,def-Q1-Name1,def-Q2-Name1,def-Q3-Name2,def-Q4-Name1,prob-Q5-Name2,prob-Q6-Name2,prob-Q7-Name1,prob-Q8-Name1,prob-Q9-Name2,yes
"Noah told Jacob that he excited their colleague.
",Who excited their colleague?,Noah,Jacob,"Emma told Sophia that Tristan pitied her.
",Who did Tristan pity?,Emma,Sophia,"Emma reached out to Isabella because she had been on leave for a long time.
",Who had been on leave for a long time?,Emma,Isabella,"Noah told Jacob that he valued their colleague.
",Who valued their colleague?,Noah,Jacob,"Noah wrote a letter to Jacob because he needed to get some clarifications.
",Who needed to get some clarifications?,Noah,Jacob,"Emma handed Isabella a black pen after she read the book.
",Who read the book?,Emma,Isabella,"Emma told Sophia that Tristan visited her.
",Who did Tristan visit?,Emma,Sophia,"Emma reached out to Isabella because she needed to get some clarifications.
",Who needed to get some clarifications?,Emma,Isabella,"Noah sold Jacob a bed frame and a sofa before he left for a business trip.
",Who left for a business trip?,Noah,Jacob,"Emma told Isabella that she mocked their colleague.
",Who mocked their colleague?,Emma,Isabella,Ambiguous,Ambiguous,prob-Q2-Name1,prob-Q3-Name1,def-Q4-Name1,prob-Q5-Name1,def-Q6-Name1,def-Q7-Name1,prob-Q8-Name1,$def-Q9-Name1,yes
"Noah told Jacob that he excited their colleague.
",Who excited their colleague?,Noah,Jacob,"Emma told Sophia that Tristan pitied her.
",Who did Tristan pity?,Emma,Sophia,"Emma reached out to Isabella because she had been on leave for a long time.
",Who had been on leave for a long time?,Emma,Isabella,"Noah told Jacob that he valued their colleague.
",Who valued their colleague?,Noah,Jacob,"Noah wrote a letter to Jacob because he needed to get some clarifications.
",Who needed to get some clarifications?,Noah,Jacob,"Emma handed Isabella a black pen after she read the book.
",Who read the book?,Emma,Isabella,"Emma told Sophia that Tristan visited her.
",Who did Tristan visit?,Emma,Sophia,"Emma reached out to Isabella because she needed to get some clarifications.
",Who needed to get some clarifications?,Emma,Isabella,"Noah sold Jacob a bed frame and a sofa before he left for a business trip.
",Who left for a business trip?,Noah,Jacob,"Emma told Isabella that she mocked their colleague.
",Who mocked their colleague?,Emma,Isabella,prob-Q0-Name2,def-Q1-Name2,prob-Q2-Name2,def-Q3-Name1,prob-Q4-Name1,def-Q5-Name2,def-Q6-Name1,def-Q7-Name1,def-Q8-Name1,$def-Q9-Name1,yes
"Noah told Jacob that he excited their colleague.
",Who excited their colleague?,Noah,Jacob,"Emma told Sophia that Tristan pitied her.
",Who did Tristan pity?,Emma,Sophia,"Emma reached out to Isabella because she had been on leave for a long time.
",Who had been on leave for a long time?,Emma,Isabella,"Noah told Jacob that he valued their colleague.
",Who valued their colleague?,Noah,Jacob,"Noah wrote a letter to Jacob because he needed to get some clarifications.
",Who needed to get some clarifications?,Noah,Jacob,"Emma handed Isabella a black pen after she read the book.
",Who read the book?,Emma,Isabella,"Emma told Sophia that Tristan visited her.
",Who did Tristan visit?,Emma,Sophia,"Emma reached out to Isabella because she needed to get some clarifications.
",Who needed to get some clarifications?,Emma,Isabella,"Noah sold Jacob a bed frame and a sofa before he left for a business trip.
",Who left for a business trip?,Noah,Jacob,"Emma told Isabella that she mocked their colleague.
",Who mocked their colleague?,Emma,Isabella,prob-Q0-Name2,prob-Q1-Name2,prob-Q2-Name2,prob-Q3-Name1,prob-Q4-Name1,Ambiguous,def-Q6-Name1,prob-Q7-Name1,prob-Q8-Name1,prob-Q9-Name2,yes
"Noah built Jacob a castle after he hired a boat to explore local creeks.
",Who hired a boat to explore local creeks?,Noah,Jacob,"Emma scheduled a meeting with Isabella because she needed to get some clarifications.
",Who needed to get some clarifications?,Emma,Isabella,"Emma told Sophia that she relaxed Tristan.
",Who relaxed Tristan?,Emma,Sophia,"Noah passed Jacob the book before he submitted the assignment.
",Who submitted the assignment?,Noah,Jacob,"Emma told Isabella that she yelled at  their colleague.
",Who yelled at their colleague?,Emma,Isabella,"Emma wrote to Isabella because she is leaving the town soon.
",Who is leaving the town soon?,Emma,Isabella,"Emma told Isabella that she smiled at  their colleague.
",Who smiled at their colleague?,Emma,Isabella,"Noah told Jacob that he pushed their colleague.
",Who pushed their colleague?,Noah,Jacob,"Emma told Sophia that she spooked Tristan.
",Who spooked Tristan?,Emma,Sophia,"Emma scheduled a meeting with Isabella because she wanted to apologize.
",Who wanted to apologize?,Emma,Isabella,Ambiguous,prob-Q1-Name1,Ambiguous,Ambiguous,def-Q4-Name1,Ambiguous,def-Q6-Name1,def-Q7-Name1,Ambiguous,$def-Q9-Name1,yes
"Noah built Jacob a castle after he hired a boat to explore local creeks.
",Who hired a boat to explore local creeks?,Noah,Jacob,"Emma scheduled a meeting with Isabella because she needed to get some clarifications.
",Who needed to get some clarifications?,Emma,Isabella,"Emma told Sophia that she relaxed Tristan.
",Who relaxed Tristan?,Emma,Sophia,"Noah passed Jacob the book before he submitted the assignment.
",Who submitted the assignment?,Noah,Jacob,"Emma told Isabella that she yelled at  their colleague.
",Who yelled at their colleague?,Emma,Isabella,"Emma wrote to Isabella because she is leaving the town soon.
",Who is leaving the town soon?,Emma,Isabella,"Emma told Isabella that she smiled at  their colleague.
",Who smiled at their colleague?,Emma,Isabella,"Noah told Jacob that he pushed their colleague.
",Who pushed their colleague?,Noah,Jacob,"Emma told Sophia that she spooked Tristan.
",Who spooked Tristan?,Emma,Sophia,"Emma scheduled a meeting with Isabella because she wanted to apologize.
",Who wanted to apologize?,Emma,Isabella,prob-Q0-Name2,prob-Q1-Name1,prob-Q2-Name2,prob-Q3-Name1,def-Q4-Name1,Ambiguous,def-Q6-Name1,def-Q7-Name1,prob-Q8-Name2,$def-Q9-Name1,yes
"Noah built Jacob a castle after he hired a boat to explore local creeks.
",Who hired a boat to explore local creeks?,Noah,Jacob,"Emma scheduled a meeting with Isabella because she needed to get some clarifications.
",Who needed to get some clarifications?,Emma,Isabella,"Emma told Sophia that she relaxed Tristan.
",Who relaxed Tristan?,Emma,Sophia,"Noah passed Jacob the book before he submitted the assignment.
",Who submitted the assignment?,Noah,Jacob,"Emma told Isabella that she yelled at  their colleague.
",Who yelled at their colleague?,Emma,Isabella,"Emma wrote to Isabella because she is leaving the town soon.
",Who is leaving the town soon?,Emma,Isabella,"Emma told Isabella that she smiled at  their colleague.
",Who smiled at their colleague?,Emma,Isabella,"Noah told Jacob that he pushed their colleague.
",Who pushed their colleague?,Noah,Jacob,"Emma told Sophia that she spooked Tristan.
",Who spooked Tristan?,Emma,Sophia,"Emma scheduled a meeting with Isabella because she wanted to apologize.
",Who wanted to apologize?,Emma,Isabella,def-Q0-Name1,def-Q1-Name1,def-Q2-Name1,def-Q3-Name1,def-Q4-Name1,def-Q5-Name1,def-Q6-Name1,def-Q7-Name1,def-Q8-Name1,$def-Q9-Name1,yes
"Noah told Liam that he upset Tristan.
",Who upset Tristan?,Noah,Liam,"Noah told Mason that he chatted with Morgan.
",Who chatted with Morgan?,Noah,Mason,"Noah made a phone call to  Jacob because he wanted to catch up.
",Who wanted to catch up?,Noah,Jacob,"Noah showed Jacob an elegant hat before he started singing.
",Who started singing?,Noah,Jacob,"Emma told Isabella that the client consulted her.
",Who did the client consult?,Emma,Isabella,"Emma reached out to Isabella because she has an exam tomorrow.
",Who has an exam tomorrow?,Emma,Isabella,"Noah told Mason that Morgan misapprehended him.
",Who did Morgan misapprehend?,Noah,Mason,"Noah made a phone call to  Jacob because he needed to get some clarifications.
",Who needed to get some clarifications?,Noah,Jacob,"Noah made a phone call to  Jacob because he is getting married next week.
",Who is getting married next week?,Noah,Jacob,"Emma told Isabella that she played with their colleague.
",Who played with their colleague?,Emma,Isabella,Ambiguous,def-Q1-Name1,def-Q2-Name1,prob-Q3-Name1,def-Q4-Name1,prob-Q5-Name1,def-Q6-Name1,def-Q7-Name1,def-Q8-Name1,$def-Q9-Name1,yes
"Noah told Liam that he upset Tristan.
",Who upset Tristan?,Noah,Liam,"Noah told Mason that he chatted with Morgan.
",Who chatted with Morgan?,Noah,Mason,"Noah made a phone call to  Jacob because he wanted to catch up.
",Who wanted to catch up?,Noah,Jacob,"Noah showed Jacob an elegant hat before he started singing.
",Who started singing?,Noah,Jacob,"Emma told Isabella that the client consulted her.
",Who did the client consult?,Emma,Isabella,"Emma reached out to Isabella because she has an exam tomorrow.
",Who has an exam tomorrow?,Emma,Isabella,"Noah told Mason that Morgan misapprehended him.
",Who did Morgan misapprehend?,Noah,Mason,"Noah made a phone call to  Jacob because he needed to get some clarifications.
",Who needed to get some clarifications?,Noah,Jacob,"Noah made a phone call to  Jacob because he is getting married next week.
",Who is getting married next week?,Noah,Jacob,"Emma told Isabella that she played with their colleague.
",Who played with their colleague?,Emma,Isabella,prob-Q0-Name2,def-Q1-Name1,def-Q2-Name1,prob-Q3-Name1,prob-Q4-Name1,def-Q5-Name1,def-Q6-Name1,def-Q7-Name1,prob-Q8-Name2,prob-Q9-Name1,yes
"Noah told Liam that he upset Tristan.
",Who upset Tristan?,Noah,Liam,"Noah told Mason that he chatted with Morgan.
",Who chatted with Morgan?,Noah,Mason,"Noah made a phone call to  Jacob because he wanted to catch up.
",Who wanted to catch up?,Noah,Jacob,"Noah showed Jacob an elegant hat before he started singing.
",Who started singing?,Noah,Jacob,"Emma told Isabella that the client consulted her.
",Who did the client consult?,Emma,Isabella,"Emma reached out to Isabella because she has an exam tomorrow.
",Who has an exam tomorrow?,Emma,Isabella,"Noah told Mason that Morgan misapprehended him.
",Who did Morgan misapprehend?,Noah,Mason,"Noah made a phone call to  Jacob because he needed to get some clarifications.
",Who needed to get some clarifications?,Noah,Jacob,"Noah made a phone call to  Jacob because he is getting married next week.
",Who is getting married next week?,Noah,Jacob,"Emma told Isabella that she played with their colleague.
",Who played with their colleague?,Emma,Isabella,Ambiguous,def-Q1-Name1,def-Q2-Name1,prob-Q3-Name1,def-Q4-Name1,prob-Q5-Name1,def-Q6-Name1,def-Q7-Name1,Ambiguous,$def-Q9-Name1,yes
"Noah wrote a letter to Jacob because he is moving abroad soon.
",Who is moving abroad soon?,Noah,Jacob,"Emma scheduled a meeting with Isabella because she is travelling abroad tomorrow.
",Who is travelling abroad tomorrow?,Emma,Isabella,"Noah told Mason that Morgan frustrated him.
",Who did Morgan frustrate?,Noah,Mason,"Emma told Isabella that she tolerated their colleague.
",Who tolerated their colleague?,Emma,Isabella,"Noah told Mason that he vexed Morgan.
",Who vexed Morgan?,Noah,Mason,"Emma reached out to Isabella because she wanted to ask a question.
",Who wanted to ask a question?,Emma,Isabella,"Emma called Isabella because she had a story to tell.
",Who had a story to tell?,Emma,Isabella,"Emma told Sophia that Tristan respected her.
",Who did Tristan respect?,Emma,Sophia,"Emma taught Isabella cooking before she graduated.
",Who graduated?,Emma,Isabella,"Emma emailed Isabella because she wanted to catch up.
",Who wanted to catch up?,Emma,Isabella,prob-Q0-Name1,prob-Q1-Name1,def-Q2-Name1,def-Q3-Name1,Ambiguous,def-Q5-Name1,def-Q6-Name1,Ambiguous,Ambiguous,$def-Q9-Name1,yes
"Noah wrote a letter to Jacob because he is moving abroad soon.
",Who is moving abroad soon?,Noah,Jacob,"Emma scheduled a meeting with Isabella because she is travelling abroad tomorrow.
",Who is travelling abroad tomorrow?,Emma,Isabella,"Noah told Mason that Morgan frustrated him.
",Who did Morgan frustrate?,Noah,Mason,"Emma told Isabella that she tolerated their colleague.
",Who tolerated their colleague?,Emma,Isabella,"Noah told Mason that he vexed Morgan.
",Who vexed Morgan?,Noah,Mason,"Emma reached out to Isabella because she wanted to ask a question.
",Who wanted to ask a question?,Emma,Isabella,"Emma called Isabella because she had a story to tell.
",Who had a story to tell?,Emma,Isabella,"Emma told Sophia that Tristan respected her.
",Who did Tristan respect?,Emma,Sophia,"Emma taught Isabella cooking before she graduated.
",Who graduated?,Emma,Isabella,"Emma emailed Isabella because she wanted to catch up.
",Who wanted to catch up?,Emma,Isabella,Ambiguous,Ambiguous,def-Q2-Name1,prob-Q3-Name1,def-Q4-Name2,def-Q5-Name1,prob-Q6-Name1,prob-Q7-Name2,Ambiguous,$def-Q9-Name1,yes
"Noah wrote a letter to Jacob because he is moving abroad soon.
",Who is moving abroad soon?,Noah,Jacob,"Emma scheduled a meeting with Isabella because she is travelling abroad tomorrow.
",Who is travelling abroad tomorrow?,Emma,Isabella,"Noah told Mason that Morgan frustrated him.
",Who did Morgan frustrate?,Noah,Mason,"Emma told Isabella that she tolerated their colleague.
",Who tolerated their colleague?,Emma,Isabella,"Noah told Mason that he vexed Morgan.
",Who vexed Morgan?,Noah,Mason,"Emma reached out to Isabella because she wanted to ask a question.
",Who wanted to ask a question?,Emma,Isabella,"Emma called Isabella because she had a story to tell.
",Who had a story to tell?,Emma,Isabella,"Emma told Sophia that Tristan respected her.
",Who did Tristan respect?,Emma,Sophia,"Emma taught Isabella cooking before she graduated.
",Who graduated?,Emma,Isabella,"Emma emailed Isabella because she wanted to catch up.
",Who wanted to catch up?,Emma,Isabella,Ambiguous,Ambiguous,def-Q2-Name1,def-Q3-Name1,prob-Q4-Name1,def-Q5-Name1,prob-Q6-Name1,Ambiguous,prob-Q8-Name2,$def-Q9-Name1,yes
"Noah told Jacob that he needed their colleague.
",Who needed their colleague?,Noah,Jacob,"Noah played Jacob a beautiful song after he started drinking.
",Who started drinking?,Noah,Jacob,"Emma asked Isabella about the details after she briefly introduced the plan to him.
",Who briefly introduced the plan to him?,Emma,Isabella,"Noah told Liam that he argued with Tristan.
",Who argued with Tristan?,Noah,Liam,"Noah told Mason that he placated Morgan.
",Who placated Morgan?,Noah,Mason,"Emma gave Isabella some money before she went on vacation.
",Who went on vacation?,Emma,Isabella,"Emma played  Isabella a recording before she told him the story.
",Who told him the story?,Emma,Isabella,"Emma told Olivia that Morgan met with her.
",Who did Morgan meet with?,Emma,Olivia,"Emma told Sophia that Tristan terrified her.
",Who did Tristan terrify?,Emma,Sophia,"Emma bought Isabella a box of snacks after she finished the discussion session.
",Who finished the discussion session?,Emma,Isabella,prob-Q0-Name1,prob-Q1-Name1,Ambiguous,def-Q3-Name1,Ambiguous,Ambiguous,prob-Q6-Name2,def-Q7-Name1,def-Q8-Name1,prob-Q9-Name1,yes
"Noah told Jacob that he needed their colleague.
",Who needed their colleague?,Noah,Jacob,"Noah played Jacob a beautiful song after he started drinking.
",Who started drinking?,Noah,Jacob,"Emma asked Isabella about the details after she briefly introduced the plan to him.
",Who briefly introduced the plan to him?,Emma,Isabella,"Noah told Liam that he argued with Tristan.
",Who argued with Tristan?,Noah,Liam,"Noah told Mason that he placated Morgan.
",Who placated Morgan?,Noah,Mason,"Emma gave Isabella some money before she went on vacation.
",Who went on vacation?,Emma,Isabella,"Emma played  Isabella a recording before she told him the story.
",Who told him the story?,Emma,Isabella,"Emma told Olivia that Morgan met with her.
",Who did Morgan meet with?,Emma,Olivia,"Emma told Sophia that Tristan terrified her.
",Who did Tristan terrify?,Emma,Sophia,"Emma bought Isabella a box of snacks after she finished the discussion session.
",Who finished the discussion session?,Emma,Isabella,prob-Q0-Name1,Ambiguous,prob-Q2-Name2,def-Q3-Name1,prob-Q4-Name1,Ambiguous,Ambiguous,def-Q7-Name1,def-Q8-Name1,Ambiguous,yes
"Noah told Jacob that he needed their colleague.
",Who needed their colleague?,Noah,Jacob,"Noah played Jacob a beautiful song after he started drinking.
",Who started drinking?,Noah,Jacob,"Emma asked Isabella about the details after she briefly introduced the plan to him.
",Who briefly introduced the plan to him?,Emma,Isabella,"Noah told Liam that he argued with Tristan.
",Who argued with Tristan?,Noah,Liam,"Noah told Mason that he placated Morgan.
",Who placated Morgan?,Noah,Mason,"Emma gave Isabella some money before she went on vacation.
",Who went on vacation?,Emma,Isabella,"Emma played  Isabella a recording before she told him the story.
",Who told him the story?,Emma,Isabella,"Emma told Olivia that Morgan met with her.
",Who did Morgan meet with?,Emma,Olivia,"Emma told Sophia that Tristan terrified her.
",Who did Tristan terrify?,Emma,Sophia,"Emma bought Isabella a box of snacks after she finished the discussion session.
",Who finished the discussion session?,Emma,Isabella,def-Q0-Name1,def-Q1-Name1,def-Q2-Name1,def-Q3-Name1,def-Q4-Name1,def-Q5-Name1,def-Q6-Name1,def-Q7-Name1,def-Q8-Name1,prob-Q9-Name2,yes
"Noah told Jacob that he shouted at their colleague.
",Who shouted at their colleague?,Noah,Jacob,"Emma told Isabella that she welcomed their colleague.
",Who welcomed their colleague?,Emma,Isabella,"Emma told Sophia that Tristan idolized her.
",Who did Tristan idolize?,Emma,Sophia,"Emma wrote to Isabella because she is moving abroad soon.
",Who is moving abroad soon?,Emma,Isabella,"Emma handed Isabella a black pen after she was ready to sign the document.
",Who was ready to sign the document?,Emma,Isabella,"Emma emailed Isabella because she is getting married next week.
",Who is getting married next week?,Emma,Isabella,"Emma scheduled a meeting with Isabella because she had a story to tell.
",Who had a story to tell?,Emma,Isabella,"Noah pinged Jacob because he had been on leave for a long time.
",Who had been on leave for a long time?,Noah,Jacob,"Emma sang Isabella a beautiful song after she accepted him into the glee club.
",Who accepted him into the glee club?,Emma,Isabella,"Emma told Isabella that she gratified their colleague.
",Who gratified their colleague?,Emma,Isabella,prob-Q0-Name2,def-Q1-Name1,def-Q2-Name2,prob-Q3-Name2,def-Q4-Name2,prob-Q5-Name1,prob-Q6-Name1,prob-Q7-Name2,Ambiguous,prob-Q9-Name2,yes
"Noah told Jacob that he shouted at their colleague.
",Who shouted at their colleague?,Noah,Jacob,"Emma told Isabella that she welcomed their colleague.
",Who welcomed their colleague?,Emma,Isabella,"Emma told Sophia that Tristan idolized her.
",Who did Tristan idolize?,Emma,Sophia,"Emma wrote to Isabella because she is moving abroad soon.
",Who is moving abroad soon?,Emma,Isabella,"Emma handed Isabella a black pen after she was ready to sign the document.
",Who was ready to sign the document?,Emma,Isabella,"Emma emailed Isabella because she is getting married next week.
",Who is getting married next week?,Emma,Isabella,"Emma scheduled a meeting with Isabella because she had a story to tell.
",Who had a story to tell?,Emma,Isabella,"Noah pinged Jacob because he had been on leave for a long time.
",Who had been on leave for a long time?,Noah,Jacob,"Emma sang Isabella a beautiful song after she accepted him into the glee club.
",Who accepted him into the glee club?,Emma,Isabella,"Emma told Isabella that she gratified their colleague.
",Who gratified their colleague?,Emma,Isabella,def-Q0-Name1,def-Q1-Name1,prob-Q2-Name2,Ambiguous,def-Q4-Name2,Ambiguous,prob-Q6-Name1,prob-Q7-Name2,prob-Q8-Name2,def-Q9-Name2,yes
"Noah told Jacob that he shouted at their colleague.
",Who shouted at their colleague?,Noah,Jacob,"Emma told Isabella that she welcomed their colleague.
",Who welcomed their colleague?,Emma,Isabella,"Emma told Sophia that Tristan idolized her.
",Who did Tristan idolize?,Emma,Sophia,"Emma wrote to Isabella because she is moving abroad soon.
",Who is moving abroad soon?,Emma,Isabella,"Emma handed Isabella a black pen after she was ready to sign the document.
",Who was ready to sign the document?,Emma,Isabella,"Emma emailed Isabella because she is getting married next week.
",Who is getting married next week?,Emma,Isabella,"Emma scheduled a meeting with Isabella because she had a story to tell.
",Who had a story to tell?,Emma,Isabella,"Noah pinged Jacob because he had been on leave for a long time.
",Who had been on leave for a long time?,Noah,Jacob,"Emma sang Isabella a beautiful song after she accepted him into the glee club.
",Who accepted him into the glee club?,Emma,Isabella,"Emma told Isabella that she gratified their colleague.
",Who gratified their colleague?,Emma,Isabella,prob-Q0-Name1,def-Q1-Name1,Ambiguous,Ambiguous,def-Q4-Name2,Ambiguous,Ambiguous,Ambiguous,Ambiguous,prob-Q9-Name1,yes
"Emma told Isabella that she disturbed their colleague.
",Who disturbed their colleague?,Emma,Isabella,"Noah told Jacob that the client annoyed him.
",Who did the client annoy?,Noah,Jacob,"Emma emailed Isabella because she was upset.
",Who was upset?,Emma,Isabella,"Noah bought Jacob a pizza after he returned from hiking.
",Who returned from hiking?,Noah,Jacob,"Emma told Sophia that she helped Tristan.
",Who helped Tristan?,Emma,Sophia,"Emma wrote to Isabella because she wanted to catch up.
",Who wanted to catch up?,Emma,Isabella,"Emma made Isabella a square pizza before she submitted the order.
",Who submitted the order?,Emma,Isabella,"Noah told Mason that Morgan leaned on him.
",Who did Morgan lean on?,Noah,Mason,"Emma found Isabella a sticker after she ate the dessert.
",Who ate the dessert?,Emma,Isabella,"Noah told Mason that he ate with Morgan.
",Who ate with Morgan?,Noah,Mason,prob-Q0-Name2,def-Q1-Name1,prob-Q2-Name1,Ambiguous,prob-Q4-Name1,prob-Q5-Name1,Ambiguous,def-Q7-Name1,prob-Q8-Name2,prob-Q9-Name1,yes
"Emma told Isabella that she disturbed their colleague.
",Who disturbed their colleague?,Emma,Isabella,"Noah told Jacob that the client annoyed him.
",Who did the client annoy?,Noah,Jacob,"Emma emailed Isabella because she was upset.
",Who was upset?,Emma,Isabella,"Noah bought Jacob a pizza after he returned from hiking.
",Who returned from hiking?,Noah,Jacob,"Emma told Sophia that she helped Tristan.
",Who helped Tristan?,Emma,Sophia,"Emma wrote to Isabella because she wanted to catch up.
",Who wanted to catch up?,Emma,Isabella,"Emma made Isabella a square pizza before she submitted the order.
",Who submitted the order?,Emma,Isabella,"Noah told Mason that Morgan leaned on him.
",Who did Morgan lean on?,Noah,Mason,"Emma found Isabella a sticker after she ate the dessert.
",Who ate the dessert?,Emma,Isabella,"Noah told Mason that he ate with Morgan.
",Who ate with Morgan?,Noah,Mason,prob-Q0-Name2,prob-Q1-Name1,def-Q2-Name1,def-Q3-Name2,def-Q4-Name1,Ambiguous,def-Q6-Name2,def-Q7-Name1,prob-Q8-Name2,$def-Q9-Name1,yes
"Emma told Isabella that she disturbed their colleague.
",Who disturbed their colleague?,Emma,Isabella,"Noah told Jacob that the client annoyed him.
",Who did the client annoy?,Noah,Jacob,"Emma emailed Isabella because she was upset.
",Who was upset?,Emma,Isabella,"Noah bought Jacob a pizza after he returned from hiking.
",Who returned from hiking?,Noah,Jacob,"Emma told Sophia that she helped Tristan.
",Who helped Tristan?,Emma,Sophia,"Emma wrote to Isabella because she wanted to catch up.
",Who wanted to catch up?,Emma,Isabella,"Emma made Isabella a square pizza before she submitted the order.
",Who submitted the order?,Emma,Isabella,"Noah told Mason that Morgan leaned on him.
",Who did Morgan lean on?,Noah,Mason,"Emma found Isabella a sticker after she ate the dessert.
",Who ate the dessert?,Emma,Isabella,"Noah told Mason that he ate with Morgan.
",Who ate with Morgan?,Noah,Mason,prob-Q0-Name2,def-Q1-Name1,Ambiguous,prob-Q3-Name2,def-Q4-Name1,def-Q5-Name1,prob-Q6-Name1,def-Q7-Name1,prob-Q8-Name2,$def-Q9-Name1,yes
